CODI_ESTACIO,DATA_LECTURA,TM,TX,TN,HRM
X2,20/04/2013,15.4,20.7,11.5,51
X2,21/04/2013,14.4,17.7,11.7,66
X2,22/04/2013,14.8,18.8,11.7,66
X2,23/04/2013,14.9,18.6,11.3,62
X2,24/04/2013,15.9,18.5,11.4,60
X2,25/04/2013,16.9,19.7,14.3,67
X2,26/04/2013,16.2,18.2,13.9,76
X2,27/04/2013,11.7,14,10,89
X2,28/04/2013,10.1,13.2,8.1,82
X2,29/04/2013,13.3,16,10.5,87
X2,30/04/2013,15.1,19.1,12.7,75
X2,01/05/2013,15.3,19.6,11.8,66
X2,02/05/2013,14.7,17.8,10.6,72
X2,03/05/2013,16,19.8,11.8,65
X2,04/05/2013,16.2,21.7,12.6,72
X2,05/05/2013,17.1,22.4,12.5,73
X2,06/05/2013,18,23.2,13,71
X2,07/05/2013,18.4,23.5,15.5,74
X2,08/05/2013,18.5,22.1,15.2,71
X2,09/05/2013,18.7,23.2,16.1,77
X2,10/05/2013,17.2,19.1,15.4,83
X2,11/05/2013,17,20.2,15.2,79
X2,12/05/2013,16.7,19.1,15,73
X2,13/05/2013,17.2,20.7,13.9,73
X2,14/05/2013,16.6,18.8,14.4,82
X2,15/05/2013,15.5,19.2,12.4,85
X2,16/05/2013,13.3,16.3,10.2,76
X2,17/05/2013,15,19.3,10,74
X2,18/05/2013,15.7,19.2,11.4,64
X2,19/05/2013,14.1,20.6,11.4,69
X2,20/05/2013,14,17,11.2,76
X2,21/05/2013,14.9,18.6,10.9,71
X2,22/05/2013,18.4,26.1,13.8,62
X2,23/05/2013,18.2,23.3,15,59
X2,24/05/2013,15,18.5,12.6,60
X2,25/05/2013,14.5,17.5,10.8,63
X2,26/05/2013,15.7,19.5,12.3,71
X2,27/05/2013,16.3,19.1,14.4,77
X2,28/05/2013,15.8,21.2,12.5,74
X2,29/05/2013,15.4,21.4,12.2,55
X2,30/05/2013,15.5,18.8,10.8,61
X2,31/05/2013,16.6,20.6,13.8,62
X2,01/06/2013,21,29,15.4,48
X2,02/06/2013,19,23.2,15.7,61
X2,03/06/2013,17.8,20.9,14.4,74
X2,04/06/2013,18.5,22.6,14.8,75
X2,05/06/2013,18.6,23.3,14.4,73
X2,06/06/2013,18.6,22.1,15.5,77
X2,07/06/2013,19.6,23.1,16.7,76
X2,08/06/2013,18.8,22.3,13.4,74
X2,09/06/2013,18.8,22.7,15.2,68
X2,10/06/2013,18.9,22.3,15.1,72
X2,11/06/2013,19.4,22.6,16.3,83
X2,12/06/2013,21.3,25.7,17.4,74
X2,13/06/2013,22.8,28.8,18.2,64
X2,14/06/2013,22.3,25.2,19.3,70
X2,15/06/2013,21.9,26.7,18.8,76
X2,16/06/2013,23.1,27,18.7,60
X2,17/06/2013,22.6,25.4,21.2,76
X2,18/06/2013,21.7,23.7,20.3,83
X2,19/06/2013,22.2,26.7,18.3,59
X2,20/06/2013,21.6,25.6,18.2,55
X2,21/06/2013,20.7,24.2,17.5,72
X2,22/06/2013,21.2,23.9,17.7,68
X2,23/06/2013,20.6,23.9,18.4,78
X2,24/06/2013,19.3,22,17.1,62
X2,25/06/2013,20.2,22.8,18.1,71
X2,26/06/2013,20.8,24.3,18.3,72
X2,27/06/2013,20.9,24.4,17.5,74
X2,28/06/2013,22.2,26.5,19.7,67
X2,29/06/2013,22.2,25.7,18.6,70
X2,30/06/2013,21.7,24.7,19.9,81
X2,01/07/2013,21.6,24.7,18.8,73
X2,02/07/2013,21.4,24.4,19.7,78
X2,03/07/2013,22.2,25.2,20.2,80
X2,04/07/2013,22.6,24.3,20.4,80
X2,05/07/2013,23,26,19.8,82
X2,06/07/2013,24,27.4,20.8,76
X2,07/07/2013,25,29.6,21.1,68
X2,08/07/2013,24.2,26.8,22.2,67
X2,09/07/2013,24.6,28.1,20.3,64
X2,10/07/2013,25,28.6,21,73
X2,11/07/2013,23.7,26.6,21.4,80
X2,12/07/2013,24.7,28.3,20.4,74
X2,13/07/2013,26.2,29.2,22.6,65
X2,14/07/2013,25.4,28.2,22.6,58
X2,15/07/2013,25.8,29.5,21.8,60
X2,16/07/2013,26.6,32.7,22.1,67
X2,17/07/2013,25.9,28.3,23.7,75
X2,18/07/2013,24.8,29.9,19.7,72
X2,19/07/2013,24.6,29.1,21.7,76
X2,20/07/2013,24.6,27.9,21.3,78
X2,21/07/2013,24.8,28,22.1,79
X2,22/07/2013,25.7,28.9,22.3,71
X2,23/07/2013,26.5,30.8,23.1,72
X2,24/07/2013,26.4,31.1,22,67
X2,25/07/2013,26.6,29.6,22.9,76
X2,26/07/2013,26.1,29,21.9,78
X2,27/07/2013,27.2,29.4,25.2,80
X2,28/07/2013,28.3,32.4,24.4,62
X2,29/07/2013,25.1,28.3,22,59
X2,30/07/2013,25.3,28.8,22,67
X2,31/07/2013,25.6,29,21.6,73
X2,01/08/2013,25.8,29.2,21.8,72
X2,02/08/2013,25.4,29.5,21.6,74
X2,03/08/2013,24.6,26.8,22.1,81
X2,04/08/2013,25.5,29.4,22.1,77
X2,05/08/2013,25.8,30.1,21.3,72
X2,06/08/2013,25.9,29.1,22.6,79
X2,07/08/2013,25.8,28.7,22.1,81
X2,08/08/2013,23.2,26.8,19.9,60
X2,09/08/2013,24.4,28.3,20.1,58
X2,10/08/2013,24.7,27.9,21.9,68
X2,11/08/2013,25.4,30.3,21,65
X2,12/08/2013,25.8,29.6,21,66
X2,13/08/2013,26.3,30.5,22.8,64
X2,14/08/2013,25.9,30.5,22.3,67
X2,15/08/2013,24.6,28,22.4,68
X2,16/08/2013,25.8,29,22.5,73
X2,17/08/2013,24.7,28.4,22.5,70
X2,18/08/2013,25.5,29.1,21.7,72
X2,19/08/2013,26.1,29.1,23.6,72
X2,20/08/2013,25.7,29.3,23.1,65
X2,21/08/2013,24.7,28.4,21.6,73
X2,22/08/2013,25.4,28.9,22.2,72
X2,23/08/2013,25.3,28.9,22.1,73
X2,24/08/2013,24.4,28.6,22,75
X2,25/08/2013,22.5,25.3,20.1,68
X2,26/08/2013,21,22.3,19.4,80
X2,27/08/2013,22.3,26.5,18.3,71
X2,28/08/2013,22.6,26.6,20.3,74
X2,29/08/2013,23.1,26.8,21,66
X2,30/08/2013,24.5,29.2,20.4,57
X2,31/08/2013,24.6,28.7,21.2,57
X2,01/09/2013,23.9,27.7,19.6,66
X2,02/09/2013,23.1,26.4,20,72
X2,03/09/2013,22.9,27.9,18.8,67
X2,04/09/2013,23.1,27.3,19.8,73
X2,05/09/2013,23.3,28.5,18.8,69
X2,06/09/2013,23.8,27.7,19.2,72
X2,07/09/2013,22.1,27.4,18.7,81
X2,08/09/2013,21.8,24.8,18.7,81
X2,09/09/2013,21.7,25.1,19.3,77
X2,10/09/2013,22.4,26.6,19.5,76
X2,11/09/2013,18.6,20.7,16.2,81
X2,12/09/2013,20,24.4,17,71
X2,13/09/2013,21.3,25.2,17.4,73
X2,14/09/2013,23,27.6,18.3,74
X2,15/09/2013,20.9,23.3,19.1,82
X2,16/09/2013,22.2,26.1,18.3,67
X2,17/09/2013,20.7,22.5,19.4,74
X2,18/09/2013,21.7,25.7,18.3,67
X2,19/09/2013,21.9,25.3,18.4,71
X2,20/09/2013,22,25.5,18.2,64
X2,21/09/2013,22.1,26.1,18.9,73
X2,22/09/2013,21.6,26.1,18.6,74
X2,23/09/2013,21.2,25.3,18,74
X2,24/09/2013,22.3,25.1,18.3,77
X2,25/09/2013,23.3,27.2,20,75
X2,26/09/2013,23.8,27.6,20.9,78
X2,27/09/2013,22.8,28.3,19.1,82
X2,28/09/2013,23.4,25.7,21.3,75
X2,29/09/2013,23.9,28.8,19.8,54
X2,30/09/2013,23,28.8,18,63
X2,01/10/2013,24.3,29.1,20,66
X2,02/10/2013,23,26.7,20.7,81
X2,03/10/2013,23.6,24.8,21.5,87
X2,04/10/2013,21.7,24.5,17.7,91
X2,05/10/2013,21.1,25.6,17.6,75
X2,06/10/2013,20.1,23.8,17.8,77
X2,07/10/2013,19.8,23.8,16.3,75
X2,08/10/2013,20.1,23.2,17.1,73
X2,09/10/2013,19.8,22.2,18.4,78
X2,10/10/2013,18.9,21.6,16.1,74
X2,11/10/2013,13.7,16.1,11.4,76
X2,12/10/2013,15.6,19,12,69
X2,13/10/2013,17.9,21.7,14.1,72
X2,14/10/2013,18.8,23.2,14.7,76
X2,15/10/2013,20.9,25.5,16.5,69
X2,16/10/2013,20.4,25.8,16.9,79
X2,17/10/2013,20.4,23.2,18.3,83
X2,18/10/2013,21.3,25.4,17.9,83
X2,19/10/2013,21.4,25.1,18.9,86
X2,20/10/2013,21.5,25.4,18.5,84
X2,21/10/2013,21,24.8,17.5,85
X2,22/10/2013,21.7,24.7,18.9,81
X2,23/10/2013,22.1,26.2,18,67
X2,24/10/2013,20.4,24.4,17,72
X2,25/10/2013,21.4,24.3,18,85
X2,26/10/2013,21.8,24.3,19.8,84
X2,27/10/2013,23,28,18.8,53
X2,28/10/2013,21.5,25.3,18.3,71
X2,29/10/2013,16.5,19.9,13.6,82
X2,30/10/2013,14.8,16.4,12.8,60
X2,31/10/2013,15.3,19.7,12.2,56
X2,01/11/2013,16.1,20.2,10.9,55
X2,02/11/2013,18.7,23.6,14,53
X2,03/11/2013,17.3,20.5,14.9,72
X2,04/11/2013,16.9,19.4,14.1,62
X2,05/11/2013,17.2,24,13.9,66
X2,06/11/2013,18.5,21.4,14.8,77
X2,07/11/2013,17.2,21.1,13.9,86
X2,08/11/2013,18.8,24.2,14.9,65
X2,09/11/2013,16.3,17.9,15.1,54
X2,10/11/2013,15.9,21,11.7,62
X2,11/11/2013,14.6,18.1,11.4,76
X2,12/11/2013,15.5,19.9,10.7,73
X2,13/11/2013,16.9,20.3,14.7,72
X2,14/11/2013,15.6,19.5,13,63
X2,15/11/2013,12.2,15.7,9,41
X2,16/11/2013,12.4,14.4,9.2,71
X2,17/11/2013,13.8,15.8,12.1,86
X2,18/11/2013,13.4,15.3,11.7,90
X2,19/11/2013,14.5,18.1,11.9,63
X2,20/11/2013,10.6,13.2,8.5,37
X2,21/11/2013,10.2,13.4,8.3,54
X2,22/11/2013,9.5,13.3,5.3,49
X2,23/11/2013,8.2,12.1,4.1,53
X2,24/11/2013,9.1,14.3,5.4,56
X2,25/11/2013,9.1,13.8,4.9,56
X2,26/11/2013,8.4,12.1,4.8,57
X2,27/11/2013,7.4,10.8,4.3,52
X2,28/11/2013,7.5,11.4,4.6,55
X2,29/11/2013,7.1,10.3,4,58
X2,30/11/2013,7.3,9.7,4.3,62
X2,01/12/2013,9.7,15.1,5.9,53
X2,02/12/2013,9.1,12,6.7,50
X2,03/12/2013,11.2,16.3,6.9,63
X2,04/12/2013,9.4,16.4,4.7,73
X2,05/12/2013,9.6,15.7,5,66
X2,06/12/2013,9.3,13.4,6,64
X2,07/12/2013,8.3,14.1,3.8,72
X2,08/12/2013,9.7,13.4,6,76
X2,09/12/2013,10,14,6,79
X2,10/12/2013,9.4,13,5.3,80
X2,11/12/2013,11.4,14.4,8.3,75
X2,12/12/2013,9.9,15.8,6.5,81
X2,13/12/2013,7.7,12,4.6,77
X2,14/12/2013,9.5,14.7,5.5,72
X2,15/12/2013,9.6,15,5.6,74
X2,16/12/2013,11.5,14,7,75
X2,17/12/2013,11.9,14.6,9.4,82
X2,18/12/2013,11.4,15.3,7.3,80
X2,19/12/2013,11.6,13.2,10.3,88
X2,20/12/2013,10.6,13.6,7.9,88
X2,21/12/2013,9.4,13.3,5.9,65
X2,22/12/2013,8.6,14.6,4.2,75
X2,23/12/2013,9.4,14.1,5.4,72
X2,24/12/2013,11.3,14.1,6.9,84
X2,25/12/2013,13,14.7,10.4,75
X2,26/12/2013,10.5,13.1,8.2,50
X2,27/12/2013,10.7,14.8,6.6,69
X2,28/12/2013,12.1,17.4,7.9,66
X2,29/12/2013,9.7,13.6,6.4,56
X2,30/12/2013,8.4,12.6,4.3,60
X2,31/12/2013,8.5,13,3.7,64
X2,01/01/2014,10.6,14.7,5,67
X2,02/01/2014,12.7,17.3,9.8,76
X2,03/01/2014,13.7,19.8,10.5,80
X2,04/01/2014,12.5,16.4,9.2,82
X2,05/01/2014,10.9,14.1,8.5,52
X2,06/01/2014,12.6,17.3,8.6,70
X2,07/01/2014,11.2,16.3,7.3,84
X2,08/01/2014,10.3,14.4,6.9,88
X2,09/01/2014,9.5,14.6,4.9,85
X2,10/01/2014,10.7,12.7,8.4,78
X2,11/01/2014,12.4,14.3,10.2,80
X2,12/01/2014,12.4,15.7,10.2,84
X2,13/01/2014,12,15.1,8.4,73
X2,14/01/2014,10.1,13.5,6.9,63
X2,15/01/2014,10.2,13.2,6,73
X2,16/01/2014,12.4,15.3,10.1,84
X2,17/01/2014,11.6,15.5,8.1,63
X2,18/01/2014,11.5,15.6,7,82
X2,19/01/2014,10.7,14,8.2,85
X2,20/01/2014,9.9,13.4,7.3,58
X2,21/01/2014,9.2,14.4,4.4,56
X2,22/01/2014,7.6,10.4,4.8,81
X2,23/01/2014,9.7,13.3,7.2,74
X2,24/01/2014,12.1,15.9,7.2,63
X2,25/01/2014,12,14.8,9.1,85
X2,26/01/2014,12.9,18.9,7.7,69
X2,27/01/2014,13.3,17.1,9,51
X2,28/01/2014,9.7,12.4,6.7,53
X2,29/01/2014,9.9,15.2,5.1,68
X2,30/01/2014,9.2,13.2,7,74
X2,31/01/2014,9,13.3,5,71
X2,01/02/2014,8.8,11.6,5.5,85
X2,02/02/2014,9.5,14.5,4.7,54
X2,03/02/2014,9.2,13.9,3.7,62
X2,04/02/2014,10.4,14.6,6.5,58
X2,05/02/2014,13.6,17.6,10.6,59
X2,06/02/2014,13.1,17.2,9,63
X2,07/02/2014,14.1,17,10.8,53
X2,08/02/2014,14,17,10.6,58
X2,09/02/2014,11.1,13.6,8.2,56
X2,10/02/2014,10.6,14.4,7.8,71
X2,11/02/2014,9.4,13.7,7,52
X2,12/02/2014,10.7,15.9,5,55
X2,13/02/2014,15,20.7,9.8,57
X2,14/02/2014,15.3,21.3,10.8,72
X2,15/02/2014,15.1,21.6,10.2,69
X2,16/02/2014,12.1,15.3,8.3,74
X2,17/02/2014,10.2,14.7,5.7,77
X2,18/02/2014,12.7,15.5,9.3,64
X2,19/02/2014,12.4,16,9.5,63
X2,20/02/2014,12,17,6.9,66
X2,21/02/2014,12.3,16.1,7.8,72
X2,22/02/2014,11,15.6,7.7,65
X2,23/02/2014,10.6,16,5.3,73
X2,24/02/2014,10.9,16.3,6.9,76
X2,25/02/2014,12,17,7.6,74
X2,26/02/2014,11.8,15.5,8.2,50
X2,27/02/2014,10.1,13.8,6.9,58
X2,28/02/2014,11.9,17.9,7.1,53
X2,01/03/2014,10.6,14.6,6.5,54
X2,02/03/2014,11.7,15.2,6.9,71
X2,03/03/2014,12.5,16.1,10,59
X2,04/03/2014,12.2,17.2,7.9,48
X2,05/03/2014,12.3,17.7,8.7,61
X2,06/03/2014,11.9,18,7.1,66
X2,07/03/2014,12.7,20,6.8,57
X2,08/03/2014,12.1,17.6,6.4,69
X2,09/03/2014,12.8,17.2,9.4,66
X2,10/03/2014,13.7,19.7,9.2,47
X2,11/03/2014,13.1,17.4,10,66
X2,12/03/2014,12.9,16.2,9.1,65
X2,13/03/2014,13.2,16.3,10.7,68
X2,14/03/2014,12.5,16.5,9.3,64
X2,15/03/2014,14.3,22.4,7.6,66
X2,16/03/2014,17.6,24.7,12.3,51
X2,17/03/2014,16.2,25.4,10.4,64
X2,18/03/2014,14.7,19.7,10.2,75
X2,19/03/2014,14.4,18.5,11.1,76
X2,20/03/2014,14,17.8,10.9,78
X2,21/03/2014,14.5,18.3,11.1,78
X2,22/03/2014,15.2,18.8,12.3,77
X2,23/03/2014,12.4,17.7,8,46
X2,24/03/2014,12.5,17.4,7.2,48
X2,25/03/2014,13.3,18.6,9.2,52
X2,26/03/2014,10.7,15.1,6.7,56
X2,27/03/2014,11.9,15.6,8.2,62
X2,28/03/2014,12.5,16.4,7.6,69
X2,29/03/2014,14.4,16.2,12.9,69
X2,30/03/2014,13.7,14.8,13,91
X2,31/03/2014,14.7,17.5,12.4,84
X2,01/04/2014,13.9,17.7,10.8,80
X2,02/04/2014,14.9,16.8,12.6,79
X2,03/04/2014,13.9,16.6,11.6,91
X2,04/04/2014,16.5,22.7,11.4,63
X2,05/04/2014,15.4,20.8,10.9,71
X2,06/04/2014,16.8,21.2,12.1,62
X2,07/04/2014,15.5,20,11.9,78
X2,08/04/2014,15.5,19.4,12.6,80
X2,09/04/2014,16.3,21.6,11.9,71
X2,10/04/2014,16.4,20.1,12.7,71
X2,11/04/2014,16.7,21.2,13.7,78
X2,12/04/2014,15.6,18,13.7,82
X2,13/04/2014,17.7,23.9,12.9,74
X2,14/04/2014,18,22.5,14.8,66
X2,15/04/2014,17.7,21.2,14.3,63
X2,16/04/2014,16,19.8,13.7,66
X2,17/04/2014,16,19,13.9,73
X2,18/04/2014,17.6,22.9,12.6,71
X2,19/04/2014,16,18.6,14.3,69
X2,20/04/2014,14.3,16.4,12.2,79
X2,21/04/2014,15,17.4,13.3,86
X2,22/04/2014,16.1,20,14,82
X2,23/04/2014,17.4,21.9,12.3,72
X2,24/04/2014,17.7,22.1,13.4,69
X2,25/04/2014,17.1,23.3,14,60
X2,26/04/2014,17.3,23.7,11.9,53
X2,27/04/2014,17.4,23.9,12.7,53
X2,28/04/2014,16.2,19.6,13.8,66
X2,29/04/2014,16,18.6,12.5,76
X2,30/04/2014,16.7,19.6,13.4,77
X2,01/05/2014,17.2,20.6,14.7,74
X2,02/05/2014,16.7,19.6,14.5,72
X2,03/05/2014,17.3,23,12.6,66
X2,04/05/2014,17,19.8,14.3,65
X2,05/05/2014,16.9,21.6,12.3,70
X2,06/05/2014,17.6,21.1,14.3,72
X2,07/05/2014,17.4,20.3,15.8,81
X2,08/05/2014,19.6,24.2,15.4,61
X2,09/05/2014,19.6,23,15.2,65
X2,10/05/2014,20.3,25.1,15.5,64
X2,11/05/2014,18.4,21.6,16.3,81
X2,12/05/2014,17,19.2,14.9,75
X2,13/05/2014,14.8,16,13.6,75
X2,14/05/2014,16.4,19.8,12.3,73
X2,15/05/2014,17.4,21.2,13.4,72
X2,16/05/2014,17.3,20.7,14,62
X2,17/05/2014,17.8,22,14.1,70
X2,18/05/2014,16.7,18.3,15.2,69
X2,19/05/2014,17.6,20.6,14.1,77
X2,20/05/2014,17.7,18.6,17.2,87
X2,21/05/2014,18.6,20.8,17.1,88
X2,22/05/2014,19.2,24.6,15.5,56
X2,23/05/2014,19.1,23.4,14.4,53
X2,24/05/2014,16.3,18.8,14.6,68
X2,25/05/2014,17.4,20.6,15.4,74
X2,26/05/2014,15.5,18.2,13.3,83
X2,27/05/2014,17.1,20.6,13.4,69
X2,28/05/2014,16.7,20.1,14.6,82
X2,29/05/2014,17.6,22,14.6,74
X2,30/05/2014,15.7,18.7,13,86
X2,31/05/2014,17.6,23,11.9,71
X2,01/06/2014,19.6,23.4,14.5,61
X2,02/06/2014,19.6,22.9,16.4,61
X2,03/06/2014,19.8,22.8,17.7,63
X2,04/06/2014,19.2,23,15.8,76
X2,05/06/2014,18.5,21.3,16,74
X2,06/06/2014,18.8,21.3,16.7,84
X2,07/06/2014,20.1,23,16.4,82
X2,08/06/2014,21.8,25.2,18.2,76
X2,09/06/2014,22.1,25.9,18.5,67
X2,10/06/2014,21.1,24,17.9,76
X2,11/06/2014,22.5,26.3,18.5,72
X2,12/06/2014,24.7,30.3,19.7,58
X2,13/06/2014,26.2,32.5,21,54
X2,14/06/2014,24.2,28.3,21.3,63
X2,15/06/2014,20.8,24.1,15.9,73
X2,16/06/2014,22.3,26.1,18.6,58
X2,17/06/2014,20.8,24.1,16.5,72
X2,18/06/2014,20.1,24.3,15.3,71
X2,19/06/2014,21.6,25.5,17.8,64
X2,20/06/2014,23.7,28.1,18.9,57
X2,21/06/2014,23.5,28,20,65
X2,22/06/2014,22.6,25.2,20.3,79
X2,23/06/2014,23.1,25.4,20.7,83
X2,24/06/2014,22.9,25.2,20.1,73
X2,25/06/2014,21.9,25.2,19,67
X2,26/06/2014,23.8,28.1,20.6,66
X2,27/06/2014,23,26.3,19.7,76
X2,28/06/2014,23.6,27.1,20.3,80
X2,29/06/2014,22.6,26.9,18.9,67
X2,30/06/2014,22.1,24.8,19,64
X2,01/07/2014,23.4,26.2,21.1,75
X2,02/07/2014,23.3,25.6,21.9,79
X2,03/07/2014,23.8,26.5,21.4,60
X2,04/07/2014,24.1,28.8,18.7,65
X2,05/07/2014,24.4,29.5,20.6,70
X2,06/07/2014,24,27.6,21,81
X2,07/07/2014,19.9,23.3,16.9,85
X2,08/07/2014,20.6,24.2,16.6,71
X2,09/07/2014,21.3,24,18.9,67
X2,10/07/2014,22.1,26.4,18.5,60
X2,11/07/2014,22.1,25.9,18.6,57
X2,12/07/2014,21.7,25.4,18.8,69
X2,13/07/2014,22.8,27.1,19.1,69
X2,14/07/2014,22.9,25,21.4,83
X2,15/07/2014,23.5,26.8,20.7,83
X2,16/07/2014,25,29,21.2,71
X2,17/07/2014,26.1,30,21.4,63
X2,18/07/2014,25.2,29,21.8,69
X2,19/07/2014,25.5,28,23.3,76
X2,20/07/2014,26.2,32,20.8,54
X2,21/07/2014,23.7,28.1,20.6,61
X2,22/07/2014,24.2,28.1,20.5,64
X2,23/07/2014,25,28.9,20.3,61
X2,24/07/2014,25,29.4,21.4,70
X2,25/07/2014,24.6,28.1,22.1,71
X2,26/07/2014,25,27.9,21.9,72
X2,27/07/2014,25.4,29.6,22.9,73
X2,28/07/2014,23.8,27.9,19.7,83
X2,29/07/2014,21.9,25.4,18.4,75
X2,30/07/2014,24.1,27.6,20.2,61
X2,31/07/2014,24.6,29.3,19.7,68
X2,01/08/2014,24.6,28.2,21.8,78
X2,02/08/2014,23.7,27.6,20.5,79
X2,03/08/2014,23.8,26.9,20.5,80
X2,04/08/2014,24.7,28.1,22,82
X2,05/08/2014,24.4,28,21.8,69
X2,06/08/2014,24.9,28.6,20.7,73
X2,07/08/2014,26.1,29.5,23.4,78
X2,08/08/2014,25.8,29.4,23.4,77
X2,09/08/2014,25.6,28.2,23.7,73
X2,10/08/2014,26.3,29.6,23.2,78
X2,11/08/2014,25.4,28.9,22.7,77
X2,12/08/2014,24.4,26.2,22.2,72
X2,13/08/2014,25.1,29.8,22.5,66
X2,14/08/2014,23.4,26.1,21,59
X2,15/08/2014,22.6,25.5,21,76
X2,16/08/2014,22.1,24.5,20.4,61
X2,17/08/2014,23.4,27.6,19.1,68
X2,18/08/2014,24.5,27.7,21.6,73
X2,19/08/2014,23.6,27.3,21.3,71
X2,20/08/2014,23.1,24.7,21.5,66
X2,21/08/2014,22.2,23.6,21.1,65
X2,22/08/2014,21,22.8,17.4,83
X2,23/08/2014,21.2,25,17.5,79
X2,24/08/2014,23.8,26.8,20.3,75
X2,25/08/2014,25.3,28.5,23.4,79
X2,26/08/2014,24.9,28.8,22,82
X2,27/08/2014,24.2,28.4,21.6,74
X2,28/08/2014,24.3,27.8,20.9,81
X2,29/08/2014,24.1,26.5,21.8,84
X2,30/08/2014,23.5,27.4,20.6,74
X2,31/08/2014,24.2,28.2,20.6,71
X2,01/09/2014,23.8,26.6,22,79
X2,02/09/2014,23.5,25.9,20.9,84
X2,03/09/2014,23,25.3,20.8,68
X2,04/09/2014,23.2,24.7,20.6,77
X2,05/09/2014,23.2,26.2,20.4,86
X2,06/09/2014,24,27.2,20.2,82
X2,07/09/2014,24.8,27.8,21.3,83
X2,08/09/2014,25.3,28.1,22.9,81
X2,09/09/2014,24.3,27.4,21.6,73
X2,10/09/2014,24.2,28.3,19.3,69
X2,11/09/2014,24.3,28.3,21.8,81
X2,12/09/2014,23.3,25.8,21.4,74
X2,13/09/2014,23.6,26.2,21,75
X2,14/09/2014,23.4,26.6,19.1,83
X2,15/09/2014,22.3,26,18.2,81
X2,16/09/2014,23.3,26.6,19.9,80
X2,17/09/2014,22.6,25.9,19.1,86
X2,18/09/2014,23.8,26.9,20.8,86
X2,19/09/2014,24.5,28.1,21.4,82
X2,20/09/2014,24.3,29.2,20.7,75
X2,21/09/2014,23,25.2,21.3,76
X2,22/09/2014,20.7,22.5,17.8,85
X2,23/09/2014,19.2,22.2,17.3,87
X2,24/09/2014,19.9,23,17.2,79
X2,25/09/2014,19.7,22.8,17.1,72
X2,26/09/2014,19.2,22.5,16.8,75
X2,27/09/2014,20,24.6,16.2,72
X2,28/09/2014,20,22.4,18.8,89
X2,29/09/2014,21,25,17.7,90
X2,30/09/2014,20.4,23.6,19.1,91
X2,01/10/2014,20.4,23.9,17.6,86
X2,02/10/2014,21,26.7,17.3,80
X2,03/10/2014,20.4,25.2,18,78
X2,04/10/2014,20.8,24.9,16.3,81
X2,05/10/2014,19.6,21.7,16.1,82
X2,06/10/2014,20.5,24,17.9,83
X2,07/10/2014,21.3,26.2,17.8,78
X2,08/10/2014,20.9,26.2,17,80
X2,09/10/2014,21.1,25.5,17.2,84
X2,10/10/2014,21,24.2,18,86
X2,11/10/2014,21.2,24.1,18.4,77
X2,12/10/2014,22.1,25.3,19.5,78
X2,13/10/2014,20.8,24.2,18.2,67
X2,14/10/2014,18.5,22.1,16.6,76
X2,15/10/2014,19.7,24.1,14.8,63
X2,16/10/2014,21.9,26.6,17.9,64
X2,17/10/2014,21.1,24.9,17.8,75
X2,18/10/2014,20.5,25.9,16,78
X2,19/10/2014,19.8,23.2,16.4,86
X2,20/10/2014,20.9,25.7,16.5,75
X2,21/10/2014,20.1,26.8,15.8,83
X2,22/10/2014,19.7,23.3,16.6,66
X2,23/10/2014,18.2,23.3,14.4,56
X2,24/10/2014,18.2,24.5,12.9,63
X2,25/10/2014,19.1,25.2,14.1,74
X2,26/10/2014,19,23.3,15.8,78
X2,27/10/2014,18.1,20.4,16,78
X2,28/10/2014,17.9,21.4,15.5,76
X2,29/10/2014,18.1,22,14.7,79
X2,30/10/2014,18.2,21.4,14.8,84
X2,31/10/2014,18.7,20.8,16.2,77
X2,01/11/2014,18.5,22.2,15.4,78
X2,02/11/2014,18.3,21.8,14.5,80
X2,03/11/2014,18.7,21.5,14.6,84
X2,04/11/2014,16.1,21.1,11.8,71
X2,05/11/2014,13.3,16.6,10.4,67
X2,06/11/2014,12.8,16.9,9.8,60
X2,07/11/2014,14.6,20.5,8.4,68
X2,08/11/2014,14.6,17.1,12.4,83
X2,09/11/2014,13.4,16.2,10,70
X2,10/11/2014,13.3,16,10.7,80
X2,11/11/2014,11.9,15.3,9.1,87
X2,12/11/2014,14.3,18.7,11.1,67
X2,13/11/2014,15,20.8,8.9,70
X2,14/11/2014,15.7,18.3,12.5,84
X2,15/11/2014,15.3,17.9,12.6,61
X2,16/11/2014,14.5,17.7,11.5,52
X2,17/11/2014,13.3,16.1,10.1,59
X2,18/11/2014,13.5,17.5,9.7,60
X2,19/11/2014,13.1,18,8.6,72
X2,20/11/2014,15.3,18.8,11,76
X2,21/11/2014,17.2,19.5,15.2,81
X2,22/11/2014,17.5,19.9,15.5,83
X2,23/11/2014,18.3,21.4,15.3,82
X2,24/11/2014,17.7,20.1,15.6,83
X2,25/11/2014,17.1,18.9,15.2,88
X2,26/11/2014,15.3,17.1,12.7,92
X2,27/11/2014,14.1,17.2,11.1,89
X2,28/11/2014,17.8,19.3,14.7,85
X2,29/11/2014,17.4,18.7,15.4,89
X2,30/11/2014,16.2,19.6,11.7,86
X2,01/12/2014,14.6,17.4,12.1,77
X2,02/12/2014,13.5,15.8,11.9,62
X2,03/12/2014,11.4,12.5,9.5,73
X2,04/12/2014,10.7,11.7,9.5,84
X2,05/12/2014,10.2,12.6,7.6,73
X2,06/12/2014,9.6,13.4,7.4,66
X2,07/12/2014,9.8,13.7,7.4,54
